#node	identifier	category	term ID	term description
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0006259	DNA metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0006725	Cellular aromatic compound metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0006807	Nitrogen compound metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0006810	Transport
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0008104	Protein localization
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0008152	Metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0009297	Pilus assembly
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0009306	Protein secretion
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0009987	Cellular process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0015031	Protein transport
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0015628	Protein secretion by the type II secretion system
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0016043	Cellular component organization
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0022607	Cellular component assembly
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0030030	Cell projection organization
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0030031	Cell projection assembly
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0032940	Secretion by cell
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0033036	Macromolecule localization
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0035592	Establishment of protein localization to extracellular region
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0043170	Macromolecule metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0043683	Type IV pilus assembly
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0043711	Pilus organization
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0044085	Cellular component biogenesis
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0044237	Cellular metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0044238	Primary metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0044260	Cellular macromolecule metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0045184	Establishment of protein localization
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0046483	Heterocycle metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0046903	Secretion
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0051179	Localization
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0051234	Establishment of localization
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0051641	Cellular localization
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0055085	Transmembrane transport
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0070727	Cellular macromolecule localization
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0071692	Protein localization to extracellular region
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0071702	Organic substance transport
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0071704	Organic substance metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0071705	Nitrogen compound transport
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0071806	Protein transmembrane transport
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0071840	Cellular component organization or biogenesis
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0090304	Nucleic acid metabolic process
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0090305	Nucleic acid phosphodiester bond hydrolysis
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0098776	Protein transport across the cell outer membrane
AAO54352.1	223283.PSPTO_0810	GO Process	GO:0140352	Export from cell
