#node	identifier	category	term ID	term description
VC_0097	243277.VC_0097	GO Process	GO:0001539	Cilium or flagellum-dependent cell motility
VC_0097	243277.VC_0097	GO Process	GO:0006935	Chemotaxis
VC_0097	243277.VC_0097	GO Process	GO:0009605	Response to external stimulus
VC_0097	243277.VC_0097	GO Process	GO:0009987	Cellular process
VC_0097	243277.VC_0097	GO Process	GO:0040011	Locomotion
VC_0097	243277.VC_0097	GO Process	GO:0042221	Response to chemical
VC_0097	243277.VC_0097	GO Process	GO:0042330	Taxis
VC_0097	243277.VC_0097	GO Process	GO:0048870	Cell motility
VC_0097	243277.VC_0097	GO Process	GO:0050896	Response to stimulus
VC_0097	243277.VC_0097	GO Process	GO:0071973	Bacterial-type flagellum-dependent cell motility
VC_0097	243277.VC_0097	GO Process	GO:0071978	Bacterial-type flagellum-dependent swarming motility
VC_0097	243277.VC_0097	GO Process	GO:0097588	Archaeal or bacterial-type flagellum-dependent cell motility
VC_0097	243277.VC_0097	GO Component	GO:0005886	Plasma membrane
VC_0097	243277.VC_0097	GO Component	GO:0009288	Bacterial-type flagellum
VC_0097	243277.VC_0097	GO Component	GO:0009425	Bacterial-type flagellum basal body
VC_0097	243277.VC_0097	GO Component	GO:0016020	Membrane
VC_0097	243277.VC_0097	GO Component	GO:0016021	Integral component of membrane
VC_0097	243277.VC_0097	GO Component	GO:0031224	Intrinsic component of membrane
VC_0097	243277.VC_0097	GO Component	GO:0042995	Cell projection
VC_0097	243277.VC_0097	GO Component	GO:0043226	Organelle
VC_0097	243277.VC_0097	GO Component	GO:0043228	Non-membrane-bounded organelle
VC_0097	243277.VC_0097	GO Component	GO:0071944	Cell periphery
VC_0097	243277.VC_0097	GO Component	GO:0110165	Cellular anatomical entity
VC_0097	243277.VC_0097	STRING clusters	CL:3437	Signal transduction, and Flagellar assembly
VC_0097	243277.VC_0097	STRING clusters	CL:3728	Flagellar assembly
VC_0097	243277.VC_0097	STRING clusters	CL:3731	Flagellar assembly
VC_0097	243277.VC_0097	STRING clusters	CL:3735	Cilium, and Bacterial-type flagellum-dependent cell motility
VC_0097	243277.VC_0097	COMPARTMENTS	GOCC:0009288	Bacterial-type flagellum
VC_0097	243277.VC_0097	COMPARTMENTS	GOCC:0009425	Bacterial-type flagellum basal body
VC_0097	243277.VC_0097	COMPARTMENTS	GOCC:0042995	Cell projection
VC_0097	243277.VC_0097	COMPARTMENTS	GOCC:0043226	Organelle
VC_0097	243277.VC_0097	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
VC_0097	243277.VC_0097	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
VC_0097	243277.VC_0097	UniProt Keywords	KW-0145	Chemotaxis
VC_0097	243277.VC_0097	UniProt Keywords	KW-0282	Flagellum
VC_0097	243277.VC_0097	UniProt Keywords	KW-0283	Flagellar rotation
VC_0097	243277.VC_0097	UniProt Keywords	KW-0472	Membrane
VC_0097	243277.VC_0097	UniProt Keywords	KW-0732	Signal
VC_0097	243277.VC_0097	UniProt Keywords	KW-0966	Cell projection
VC_0097	243277.VC_0097	UniProt Keywords	KW-0969	Cilium
VC_0097	243277.VC_0097	UniProt Keywords	KW-0997	Cell inner membrane
VC_0097	243277.VC_0097	UniProt Keywords	KW-1003	Cell membrane
VC_0097	243277.VC_0097	Pfam	PF03748	Flagellar basal body-associated protein FliL
VC_0097	243277.VC_0097	InterPro	IPR005503	Flagellar basal body-associated protein FliL
VC_0400	243277.VC_0400	GO Process	GO:0006810	Transport
VC_0400	243277.VC_0400	GO Process	GO:0008104	Protein localization
VC_0400	243277.VC_0400	GO Process	GO:0009306	Protein secretion
VC_0400	243277.VC_0400	GO Process	GO:0009987	Cellular process
VC_0400	243277.VC_0400	GO Process	GO:0015031	Protein transport
VC_0400	243277.VC_0400	GO Process	GO:0015628	Protein secretion by the type II secretion system
VC_0400	243277.VC_0400	GO Process	GO:0032940	Secretion by cell
VC_0400	243277.VC_0400	GO Process	GO:0033036	Macromolecule localization
VC_0400	243277.VC_0400	GO Process	GO:0035592	Establishment of protein localization to extracellular region
VC_0400	243277.VC_0400	GO Process	GO:0045184	Establishment of protein localization
VC_0400	243277.VC_0400	GO Process	GO:0046903	Secretion
VC_0400	243277.VC_0400	GO Process	GO:0051179	Localization
VC_0400	243277.VC_0400	GO Process	GO:0051234	Establishment of localization
VC_0400	243277.VC_0400	GO Process	GO:0051641	Cellular localization
VC_0400	243277.VC_0400	GO Process	GO:0055085	Transmembrane transport
VC_0400	243277.VC_0400	GO Process	GO:0070727	Cellular macromolecule localization
VC_0400	243277.VC_0400	GO Process	GO:0071692	Protein localization to extracellular region
VC_0400	243277.VC_0400	GO Process	GO:0071702	Organic substance transport
VC_0400	243277.VC_0400	GO Process	GO:0071705	Nitrogen compound transport
VC_0400	243277.VC_0400	GO Process	GO:0071806	Protein transmembrane transport
VC_0400	243277.VC_0400	GO Process	GO:0098776	Protein transport across the cell outer membrane
VC_0400	243277.VC_0400	GO Process	GO:0140352	Export from cell
VC_0400	243277.VC_0400	GO Component	GO:0015627	Type II protein secretion system complex
VC_0400	243277.VC_0400	GO Component	GO:0016020	Membrane
VC_0400	243277.VC_0400	GO Component	GO:0016021	Integral component of membrane
VC_0400	243277.VC_0400	GO Component	GO:0031224	Intrinsic component of membrane
VC_0400	243277.VC_0400	GO Component	GO:0032991	Protein-containing complex
VC_0400	243277.VC_0400	GO Component	GO:0110165	Cellular anatomical entity
VC_0400	243277.VC_0400	STRING clusters	CL:4714	Mixed, incl. Secretion, and Prokaryotic N-terminal methylation motif
VC_0400	243277.VC_0400	STRING clusters	CL:4715	Mixed, incl. Protein transport across the cell outer membrane, and Prokaryotic N-terminal methylation motif
VC_0400	243277.VC_0400	STRING clusters	CL:4716	Mixed, incl. Type II protein secretion system complex, and Pilin-like
VC_0400	243277.VC_0400	STRING clusters	CL:4717	Mixed, incl. Prokaryotic N-terminal methylation motif, and PmbA/TldA metallopeptidase domain 1
VC_0400	243277.VC_0400	STRING clusters	CL:4719	Mixed, incl. Prokaryotic N-terminal methylation motif, and GspD/PilQ family
VC_0400	243277.VC_0400	STRING clusters	CL:4721	Mixed, incl. GspD/PilQ family, and Pilus assembly protein, PilO
VC_0400	243277.VC_0400	KEGG	map03070	Bacterial secretion system
VC_0400	243277.VC_0400	COMPARTMENTS	GOCC:0015627	Type II protein secretion system complex
VC_0400	243277.VC_0400	COMPARTMENTS	GOCC:0032991	Protein-containing complex
VC_0400	243277.VC_0400	UniProt Keywords	KW-0472	Membrane
VC_0400	243277.VC_0400	UniProt Keywords	KW-0812	Transmembrane
VC_0400	243277.VC_0400	UniProt Keywords	KW-1133	Transmembrane helix
VC_0400	243277.VC_0400	Pfam	PF04350	Pilus assembly protein, PilO
VC_0400	243277.VC_0400	InterPro	IPR007690	Type II secretion system protein GspM
VC_0400	243277.VC_0400	InterPro	IPR014717	Translation elongation factor EF1B/ribosomal protein S6
VC_0406	243277.VC_0406	GO Process	GO:0006810	Transport
VC_0406	243277.VC_0406	GO Process	GO:0008104	Protein localization
VC_0406	243277.VC_0406	GO Process	GO:0009306	Protein secretion
VC_0406	243277.VC_0406	GO Process	GO:0009987	Cellular process
VC_0406	243277.VC_0406	GO Process	GO:0015031	Protein transport
VC_0406	243277.VC_0406	GO Process	GO:0015628	Protein secretion by the type II secretion system
VC_0406	243277.VC_0406	GO Process	GO:0032940	Secretion by cell
VC_0406	243277.VC_0406	GO Process	GO:0033036	Macromolecule localization
VC_0406	243277.VC_0406	GO Process	GO:0035592	Establishment of protein localization to extracellular region
VC_0406	243277.VC_0406	GO Process	GO:0045184	Establishment of protein localization
VC_0406	243277.VC_0406	GO Process	GO:0046903	Secretion
VC_0406	243277.VC_0406	GO Process	GO:0051179	Localization
VC_0406	243277.VC_0406	GO Process	GO:0051234	Establishment of localization
VC_0406	243277.VC_0406	GO Process	GO:0051641	Cellular localization
VC_0406	243277.VC_0406	GO Process	GO:0055085	Transmembrane transport
VC_0406	243277.VC_0406	GO Process	GO:0070727	Cellular macromolecule localization
VC_0406	243277.VC_0406	GO Process	GO:0071692	Protein localization to extracellular region
VC_0406	243277.VC_0406	GO Process	GO:0071702	Organic substance transport
VC_0406	243277.VC_0406	GO Process	GO:0071705	Nitrogen compound transport
VC_0406	243277.VC_0406	GO Process	GO:0071806	Protein transmembrane transport
VC_0406	243277.VC_0406	GO Process	GO:0098776	Protein transport across the cell outer membrane
VC_0406	243277.VC_0406	GO Process	GO:0140352	Export from cell
VC_0406	243277.VC_0406	GO Component	GO:0005886	Plasma membrane
VC_0406	243277.VC_0406	GO Component	GO:0016020	Membrane
VC_0406	243277.VC_0406	GO Component	GO:0016021	Integral component of membrane
VC_0406	243277.VC_0406	GO Component	GO:0031224	Intrinsic component of membrane
VC_0406	243277.VC_0406	GO Component	GO:0071944	Cell periphery
VC_0406	243277.VC_0406	GO Component	GO:0110165	Cellular anatomical entity
VC_0406	243277.VC_0406	STRING clusters	CL:4714	Mixed, incl. Secretion, and Prokaryotic N-terminal methylation motif
VC_0406	243277.VC_0406	STRING clusters	CL:4715	Mixed, incl. Protein transport across the cell outer membrane, and Prokaryotic N-terminal methylation motif
VC_0406	243277.VC_0406	STRING clusters	CL:4716	Mixed, incl. Type II protein secretion system complex, and Pilin-like
VC_0406	243277.VC_0406	STRING clusters	CL:4717	Mixed, incl. Prokaryotic N-terminal methylation motif, and PmbA/TldA metallopeptidase domain 1
VC_0406	243277.VC_0406	STRING clusters	CL:4719	Mixed, incl. Prokaryotic N-terminal methylation motif, and GspD/PilQ family
VC_0406	243277.VC_0406	STRING clusters	CL:4721	Mixed, incl. GspD/PilQ family, and Pilus assembly protein, PilO
VC_0406	243277.VC_0406	KEGG	map03070	Bacterial secretion system
VC_0406	243277.VC_0406	COMPARTMENTS	GOCC:0005886	Plasma membrane
VC_0406	243277.VC_0406	COMPARTMENTS	GOCC:0016020	Membrane
VC_0406	243277.VC_0406	COMPARTMENTS	GOCC:0071944	Cell periphery
VC_0406	243277.VC_0406	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
VC_0406	243277.VC_0406	UniProt Keywords	KW-0472	Membrane
VC_0406	243277.VC_0406	UniProt Keywords	KW-0812	Transmembrane
VC_0406	243277.VC_0406	UniProt Keywords	KW-0813	Transport
VC_0406	243277.VC_0406	UniProt Keywords	KW-1133	Transmembrane helix
VC_0406	243277.VC_0406	Pfam	PF00482	Type II secretion system (T2SS), protein F
VC_0406	243277.VC_0406	InterPro	IPR001992	T2SS_GspF/T4SS_PilC conserved site
VC_0406	243277.VC_0406	InterPro	IPR003004	GspF/PilC family
VC_0406	243277.VC_0406	InterPro	IPR018076	Type II secretion system protein GspF domain
