#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
hasA	cepA	1314.SD89_09595	1314.SD89_08110	0.043	0	0	0	0	0.115	0	0.826	0.840
hasA	csrR	1314.SD89_09595	1314.SD89_08385	0.064	0	0	0	0.070	0	0	0.867	0.874
hasA	ska	1314.SD89_09595	1314.SD89_08825	0	0	0	0	0	0	0	0.863	0.863
hasA	SclA	1314.SD89_09595	1314.SD89_08840	0.049	0	0.182	0	0.084	0	0	0.391	0.508
hasA	scpA-2	1314.SD89_09595	1314.SD89_08950	0.043	0	0	0	0	0.115	0	0.805	0.820
hasA	mga	1314.SD89_09595	1314.SD89_08970	0	0	0	0	0.080	0	0	0.628	0.643
hasA	speB	1314.SD89_09595	1314.SD89_09045	0.051	0	0	0	0	0	0	0.863	0.864
hol	AKZ50465.1	1314.SD89_04985	1314.SD89_04975	0.541	0	0	0	0	0	0	0	0.542
hol	SpyA	1314.SD89_04985	1314.SD89_08075	0	0	0	0	0	0	0	0.405	0.405
hol	AKZ50849.1	1314.SD89_04985	1314.SD89_07010	0.095	0	0.488	0	0	0	0	0	0.516
hol	AKZ50470.1	1314.SD89_04985	1314.SD89_05000	0.746	0	0	0	0	0	0	0	0.746
hol	AKZ50484.1	1314.SD89_04985	1314.SD89_05070	0.340	0	0.488	0	0	0	0	0.863	0.949
hol	AKZ50952.1	1314.SD89_04985	1314.SD89_07555	0.095	0	0.736	0	0	0	0	0.863	0.964
hup	AKZ51204.1	1314.SD89_06475	1314.SD89_08935	0	0	0	0	0	0	0	0.540	0.540
ifs	nga	1314.SD89_00920	1314.SD89_00915	0.786	0	0	0	0	0.900	0	0.863	0.996
ifs	SpyA	1314.SD89_00920	1314.SD89_08075	0	0	0	0	0	0	0	0.535	0.535
ifs	slo	1314.SD89_00920	1314.SD89_00925	0.737	0	0	0	0	0	0	0.574	0.883
lmb	AdcR	1314.SD89_08940	1314.SD89_00605	0.130	0	0	0	0.678	0	0	0.824	0.946
lmb	AdcC	1314.SD89_08940	1314.SD89_00610	0.157	0	0.746	0	0.738	0	0.800	0.433	0.992
lmb	AdcB	1314.SD89_08940	1314.SD89_00615	0.157	0	0.775	0	0.553	0	0.800	0.881	0.997
lmb	Cfa	1314.SD89_08940	1314.SD89_04870	0	0	0	0	0.047	0	0	0.819	0.820
lmb	AKZ50825.1	1314.SD89_08940	1314.SD89_06890	0.095	0	0.214	0.764	0.734	0	0.900	0.208	0.982
lmb	MtsC	1314.SD89_08940	1314.SD89_07960	0.097	0.207	0.771	0	0.453	0	0	0.110	0.905
lmb	mtsB	1314.SD89_08940	1314.SD89_07965	0.097	0	0.708	0	0.475	0	0	0.110	0.860
lmb	mtsA	1314.SD89_08940	1314.SD89_07970	0	0	0.301	0.642	0.055	0	0	0.195	0.423
lmb	csrR	1314.SD89_08940	1314.SD89_08385	0	0	0	0	0	0	0	0.412	0.412
lmb	AKZ51204.1	1314.SD89_08940	1314.SD89_08935	0.785	0	0	0	0.367	0	0	0.572	0.936
lmb	mga	1314.SD89_08940	1314.SD89_08970	0.142	0	0	0	0	0	0	0.371	0.437
lmb	scpA-2	1314.SD89_08940	1314.SD89_08950	0.317	0	0	0	0.091	0	0	0.863	0.907
mga	slo	1314.SD89_08970	1314.SD89_00925	0	0	0	0	0.071	0	0	0.558	0.571
mga	RocA	1314.SD89_08970	1314.SD89_02720	0	0	0	0	0	0	0	0.495	0.495
mga	csrR	1314.SD89_08970	1314.SD89_08385	0	0	0	0	0.047	0	0	0.822	0.823
mga	ska	1314.SD89_08970	1314.SD89_08825	0	0	0	0	0	0	0	0.824	0.824
mga	SclA	1314.SD89_08970	1314.SD89_08840	0	0	0	0	0.072	0	0	0.742	0.750
mga	lmb	1314.SD89_08970	1314.SD89_08940	0.142	0	0	0	0	0	0	0.371	0.437
mga	scpA-2	1314.SD89_08970	1314.SD89_08950	0.163	0	0	0	0	0	0	0.812	0.836
mga	hasA	1314.SD89_08970	1314.SD89_09595	0	0	0	0	0.080	0	0	0.628	0.643
mga	speB	1314.SD89_08970	1314.SD89_09045	0	0	0	0	0	0	0	0.863	0.863
mgrA	AKZ50825.1	1314.SD89_08765	1314.SD89_06890	0.162	0	0	0	0.203	0	0	0.205	0.422
mltG	FtsW	1314.SD89_08335	1314.SD89_07345	0.154	0	0.308	0	0	0	0	0.634	0.767
mltG	MurC	1314.SD89_08335	1314.SD89_08345	0.493	0	0.319	0	0	0	0	0.121	0.670
mtsA	AdcR	1314.SD89_07970	1314.SD89_00605	0.046	0	0	0	0.088	0	0	0.374	0.408
mtsA	AdcC	1314.SD89_07970	1314.SD89_00610	0.157	0.044	0.641	0	0.465	0	0	0.110	0.837
mtsA	AdcB	1314.SD89_07970	1314.SD89_00615	0.151	0	0.728	0	0.438	0	0	0.213	0.884
mtsA	AKZ50825.1	1314.SD89_07970	1314.SD89_06890	0.095	0	0.306	0.632	0.344	0	0	0.074	0.567
mtsA	MtsC	1314.SD89_07970	1314.SD89_07960	0.636	0.900	0.775	0	0.730	0	0.800	0.688	0.999
mtsA	mtsB	1314.SD89_07970	1314.SD89_07965	0.636	0.113	0.775	0	0.738	0	0.800	0.884	0.999
mtsA	lmb	1314.SD89_07970	1314.SD89_08940	0	0	0.301	0.642	0.055	0	0	0.195	0.423
mtsA	scpA-2	1314.SD89_07970	1314.SD89_08950	0	0	0	0	0.346	0	0	0.176	0.438
mtsA	cepA	1314.SD89_07970	1314.SD89_08110	0	0	0	0	0.346	0	0	0.176	0.438
mtsB	AdcB	1314.SD89_07965	1314.SD89_00615	0.157	0	0.600	0	0.528	0.491	0	0.502	0.952
mtsB	AKZ50825.1	1314.SD89_07965	1314.SD89_06890	0.258	0.002	0.648	0	0.897	0	0	0.312	0.979
mtsB	MtsC	1314.SD89_07965	1314.SD89_07960	0.799	0.465	0.775	0	0.738	0.621	0.800	0.885	0.999
mtsB	scpA-2	1314.SD89_07965	1314.SD89_08950	0	0	0	0	0.346	0	0	0.223	0.470
mtsB	lmb	1314.SD89_07965	1314.SD89_08940	0.097	0	0.708	0	0.475	0	0	0.110	0.860
mtsB	mtsA	1314.SD89_07965	1314.SD89_07970	0.636	0.113	0.775	0	0.738	0	0.800	0.884	0.999
murA	glmU	1314.SD89_02985	1314.SD89_08000	0.096	0	0	0	0.070	0	0	0.845	0.858
murA	FtsW	1314.SD89_02985	1314.SD89_07345	0.097	0	0.587	0	0.186	0	0	0.678	0.889
murA	murA-2	1314.SD89_02985	1314.SD89_05920	0	0	0.123	0.888	0	0	0.900	0	0.908
murA	murE	1314.SD89_02985	1314.SD89_08185	0.097	0	0.363	0	0	0	0	0.881	0.925
murA	MurG	1314.SD89_02985	1314.SD89_06620	0.097	0	0.477	0	0	0	0	0.881	0.939
murA	MurF	1314.SD89_02985	1314.SD89_06160	0.097	0	0.699	0	0.060	0	0	0.881	0.965
murA	murD	1314.SD89_02985	1314.SD89_06625	0.097	0	0.744	0	0	0	0	0.881	0.970
murA	MurC	1314.SD89_02985	1314.SD89_08345	0.097	0	0.761	0	0.079	0	0	0.881	0.973
murA	murB	1314.SD89_02985	1314.SD89_04140	0.097	0	0.638	0	0	0	0.900	0.881	0.995
murA-2	murA	1314.SD89_05920	1314.SD89_02985	0	0	0.123	0.888	0	0	0.900	0	0.908
murA-2	murB	1314.SD89_05920	1314.SD89_04140	0.097	0	0.698	0	0	0	0.900	0.881	0.996
murA-2	glmU	1314.SD89_05920	1314.SD89_08000	0.096	0	0	0	0.109	0	0	0.845	0.864
murA-2	FtsW	1314.SD89_05920	1314.SD89_07345	0.097	0	0.653	0	0.191	0	0	0.636	0.895
murA-2	MurG	1314.SD89_05920	1314.SD89_06620	0.097	0	0.565	0	0	0	0	0.879	0.948
murA-2	murE	1314.SD89_05920	1314.SD89_08185	0.097	0	0.606	0	0.048	0	0	0.881	0.954
murA-2	MurF	1314.SD89_05920	1314.SD89_06160	0.097	0	0.746	0	0.073	0	0	0.881	0.971
murA-2	murD	1314.SD89_05920	1314.SD89_06625	0.097	0	0.755	0	0.067	0	0	0.881	0.972
murA-2	MurC	1314.SD89_05920	1314.SD89_08345	0.097	0	0.766	0	0.197	0	0	0.881	0.977
murB	murA	1314.SD89_04140	1314.SD89_02985	0.097	0	0.638	0	0	0	0.900	0.881	0.995
murB	FtsW	1314.SD89_04140	1314.SD89_07345	0.157	0	0.252	0	0.068	0	0	0.421	0.614
murB	glmU	1314.SD89_04140	1314.SD89_08000	0.055	0	0	0	0	0	0	0.868	0.870
murB	murE	1314.SD89_04140	1314.SD89_08185	0.157	0	0.556	0	0.068	0	0	0.899	0.960
murB	MurG	1314.SD89_04140	1314.SD89_06620	0.157	0	0.489	0	0.391	0	0	0.874	0.962
murB	MurF	1314.SD89_04140	1314.SD89_06160	0.157	0	0.709	0	0.107	0	0	0.899	0.975
murB	murD	1314.SD89_04140	1314.SD89_06625	0.157	0.669	0.630	0	0	0	0	0.872	0.985
murB	murA-2	1314.SD89_04140	1314.SD89_05920	0.097	0	0.698	0	0	0	0.900	0.881	0.996
murB	MurC	1314.SD89_04140	1314.SD89_08345	0.157	0.900	0.704	0	0	0.093	0.900	0.899	0.999
murD	murA	1314.SD89_06625	1314.SD89_02985	0.097	0	0.744	0	0	0	0	0.881	0.970
murD	murB	1314.SD89_06625	1314.SD89_04140	0.157	0.669	0.630	0	0	0	0	0.872	0.985
murD	murA-2	1314.SD89_06625	1314.SD89_05920	0.097	0	0.755	0	0.067	0	0	0.881	0.972
murD	MurF	1314.SD89_06625	1314.SD89_06160	0.157	0	0.325	0.607	0.690	0	0	0.533	0.907
murD	MurG	1314.SD89_06625	1314.SD89_06620	0.799	0	0.476	0	0.735	0	0	0.871	0.995
murD	glmU	1314.SD89_06625	1314.SD89_08000	0	0	0	0	0.101	0	0	0.867	0.876
murD	FtsW	1314.SD89_06625	1314.SD89_07345	0.157	0.284	0.718	0	0.437	0	0	0.418	0.934
murD	murE	1314.SD89_06625	1314.SD89_08185	0.157	0.638	0.653	0	0.419	0	0.900	0.899	0.999
murD	MurC	1314.SD89_06625	1314.SD89_08345	0.157	0.832	0.772	0	0.636	0	0.900	0.899	0.999
murE	murA	1314.SD89_08185	1314.SD89_02985	0.097	0	0.363	0	0	0	0	0.881	0.925
murE	murB	1314.SD89_08185	1314.SD89_04140	0.157	0	0.556	0	0.068	0	0	0.899	0.960
murE	murA-2	1314.SD89_08185	1314.SD89_05920	0.097	0	0.606	0	0.048	0	0	0.881	0.954
murE	MurF	1314.SD89_08185	1314.SD89_06160	0.157	0.900	0.733	0	0.505	0	0.900	0.872	0.999
murE	MurG	1314.SD89_08185	1314.SD89_06620	0.157	0	0.296	0	0.358	0.265	0	0.873	0.957
murE	murD	1314.SD89_08185	1314.SD89_06625	0.157	0.638	0.653	0	0.419	0	0.900	0.899	0.999
murE	FtsW	1314.SD89_08185	1314.SD89_07345	0.157	0	0.535	0	0.156	0	0	0.354	0.758
murE	glmU	1314.SD89_08185	1314.SD89_08000	0.096	0.859	0	0	0.081	0	0	0.848	0.979
murE	MurC	1314.SD89_08185	1314.SD89_08345	0.157	0.695	0.539	0	0.350	0	0	0.899	0.990
nga	SclA	1314.SD89_00915	1314.SD89_08840	0	0	0	0	0.099	0	0	0.505	0.534
nga	AKZ49866.1	1314.SD89_00915	1314.SD89_01775	0	0	0	0	0	0	0	0.554	0.554
nga	scpA-2	1314.SD89_00915	1314.SD89_08950	0	0	0	0	0	0	0	0.558	0.558
nga	SmeZ	1314.SD89_00915	1314.SD89_06905	0	0	0	0	0	0	0	0.630	0.630
nga	SpeG	1314.SD89_00915	1314.SD89_01105	0	0	0	0	0.051	0	0	0.630	0.633
nga	RocA	1314.SD89_00915	1314.SD89_02720	0	0	0	0	0	0	0	0.820	0.820
nga	cepA	1314.SD89_00915	1314.SD89_08110	0	0	0	0	0	0	0	0.821	0.821
nga	SpyA	1314.SD89_00915	1314.SD89_08075	0	0	0	0	0	0	0	0.824	0.824
nga	csrR	1314.SD89_00915	1314.SD89_08385	0	0	0	0	0.055	0	0	0.826	0.828
nga	speB	1314.SD89_00915	1314.SD89_09045	0	0	0	0	0	0	0	0.829	0.829
nga	hasA	1314.SD89_00915	1314.SD89_09595	0	0	0	0	0.201	0	0	0.821	0.850
nga	ska	1314.SD89_00915	1314.SD89_08825	0	0	0	0	0	0	0	0.863	0.863
nga	slo	1314.SD89_00915	1314.SD89_00925	0.737	0	0	0	0.201	0	0	0.904	0.978
nga	ifs	1314.SD89_00915	1314.SD89_00920	0.786	0	0	0	0	0.900	0	0.863	0.996
scpA-2	nga	1314.SD89_08950	1314.SD89_00915	0	0	0	0	0	0	0	0.558	0.558
scpA-2	slo	1314.SD89_08950	1314.SD89_00925	0.058	0	0	0	0	0	0	0.692	0.698
scpA-2	Cfa	1314.SD89_08950	1314.SD89_04870	0.080	0	0	0	0.045	0	0	0.863	0.869
scpA-2	AKZ50713.1	1314.SD89_08950	1314.SD89_06300	0.055	0	0	0	0.068	0.395	0	0.061	0.432
scpA-2	SmeZ	1314.SD89_08950	1314.SD89_06905	0	0	0	0	0	0	0	0.569	0.569
scpA-2	mtsB	1314.SD89_08950	1314.SD89_07965	0	0	0	0	0.346	0	0	0.223	0.470
scpA-2	mtsA	1314.SD89_08950	1314.SD89_07970	0	0	0	0	0.346	0	0	0.176	0.438
scpA-2	cepA	1314.SD89_08950	1314.SD89_08110	0	0	0.267	0.691	0	0	0	0.295	0.461
scpA-2	csrR	1314.SD89_08950	1314.SD89_08385	0	0	0	0	0.070	0	0	0.861	0.865
scpA-2	ska	1314.SD89_08950	1314.SD89_08825	0	0	0	0	0	0	0	0.863	0.863
scpA-2	SclA	1314.SD89_08950	1314.SD89_08840	0.055	0	0	0	0.068	0.395	0	0.865	0.918
scpA-2	AKZ51197.1	1314.SD89_08950	1314.SD89_08895	0	0	0	0	0	0	0	0.557	0.557
scpA-2	lmb	1314.SD89_08950	1314.SD89_08940	0.317	0	0	0	0.091	0	0	0.863	0.907
scpA-2	emmL2.2	1314.SD89_08950	1314.SD89_08955	0.397	0	0	0	0	0	0	0.052	0.404
scpA-2	hasA	1314.SD89_08950	1314.SD89_09595	0.043	0	0	0	0	0.115	0	0.805	0.820
scpA-2	mga	1314.SD89_08950	1314.SD89_08970	0.163	0	0	0	0	0	0	0.812	0.836
scpA-2	speB	1314.SD89_08950	1314.SD89_09045	0.058	0	0	0	0	0	0	0.864	0.866
secE	secG	1314.SD89_09110	1314.SD89_07780	0.096	0	0	0	0.512	0.925	0.900	0.965	0.999
secG	secE	1314.SD89_07780	1314.SD89_09110	0.096	0	0	0	0.512	0.925	0.900	0.965	0.999
ska	nga	1314.SD89_08825	1314.SD89_00915	0	0	0	0	0	0	0	0.863	0.863
ska	slo	1314.SD89_08825	1314.SD89_00925	0	0	0	0	0	0	0	0.863	0.863
ska	RocA	1314.SD89_08825	1314.SD89_02720	0	0	0	0	0	0	0	0.818	0.818
ska	Cfa	1314.SD89_08825	1314.SD89_04870	0	0	0	0	0.050	0	0	0.630	0.633
ska	SmeZ	1314.SD89_08825	1314.SD89_06905	0	0	0	0	0	0	0	0.555	0.555
ska	cepA	1314.SD89_08825	1314.SD89_08110	0	0	0	0	0	0	0	0.863	0.863
ska	csrR	1314.SD89_08825	1314.SD89_08385	0	0	0	0	0.054	0	0	0.863	0.864
ska	SclA	1314.SD89_08825	1314.SD89_08840	0	0	0	0	0.047	0	0	0.766	0.767
ska	mga	1314.SD89_08825	1314.SD89_08970	0	0	0	0	0	0	0	0.824	0.824
ska	scpA-2	1314.SD89_08825	1314.SD89_08950	0	0	0	0	0	0	0	0.863	0.863
ska	hasA	1314.SD89_08825	1314.SD89_09595	0	0	0	0	0	0	0	0.863	0.863
ska	speB	1314.SD89_08825	1314.SD89_09045	0	0	0	0	0.090	0	0	0.863	0.870
slo	nga	1314.SD89_00925	1314.SD89_00915	0.737	0	0	0	0.201	0	0	0.904	0.978
slo	ifs	1314.SD89_00925	1314.SD89_00920	0.737	0	0	0	0	0	0	0.574	0.883
slo	SclA	1314.SD89_00925	1314.SD89_08840	0.046	0	0	0	0.273	0	0	0.374	0.529
slo	mga	1314.SD89_00925	1314.SD89_08970	0	0	0	0	0.071	0	0	0.558	0.571
slo	AKZ49866.1	1314.SD89_00925	1314.SD89_01775	0	0	0	0	0	0	0	0.578	0.578
slo	cepA	1314.SD89_00925	1314.SD89_08110	0.058	0	0	0	0	0	0	0.655	0.661
slo	scpA-2	1314.SD89_00925	1314.SD89_08950	0.058	0	0	0	0	0	0	0.692	0.698
slo	SmeZ	1314.SD89_00925	1314.SD89_06905	0	0	0	0	0	0	0	0.826	0.826
slo	csrR	1314.SD89_00925	1314.SD89_08385	0	0	0	0	0.056	0	0	0.823	0.826
slo	RocA	1314.SD89_00925	1314.SD89_02720	0	0	0.213	0	0	0	0	0.794	0.830
slo	speB	1314.SD89_00925	1314.SD89_09045	0	0	0	0	0	0	0	0.863	0.863
slo	ska	1314.SD89_00925	1314.SD89_08825	0	0	0	0	0	0	0	0.863	0.863
slo	SpeG	1314.SD89_00925	1314.SD89_01105	0	0	0	0	0.050	0	0	0.863	0.864
slo	hasA	1314.SD89_00925	1314.SD89_09595	0.051	0	0	0	0.101	0	0	0.863	0.873
speB	nga	1314.SD89_09045	1314.SD89_00915	0	0	0	0	0	0	0	0.829	0.829
speB	slo	1314.SD89_09045	1314.SD89_00925	0	0	0	0	0	0	0	0.863	0.863
speB	SpeG	1314.SD89_09045	1314.SD89_01105	0	0	0	0	0.051	0	0	0.863	0.864
speB	AKZ49866.1	1314.SD89_09045	1314.SD89_01775	0	0	0	0	0	0	0	0.863	0.863
speB	RocA	1314.SD89_09045	1314.SD89_02720	0	0	0	0	0	0	0	0.820	0.820
speB	Cfa	1314.SD89_09045	1314.SD89_04870	0	0	0	0	0.054	0	0	0.414	0.422
speB	SmeZ	1314.SD89_09045	1314.SD89_06905	0	0	0	0	0	0	0	0.863	0.863
speB	cepA	1314.SD89_09045	1314.SD89_08110	0.058	0	0	0	0	0	0	0.864	0.866
speB	csrR	1314.SD89_09045	1314.SD89_08385	0	0	0	0	0.052	0	0	0.864	0.866
speB	ska	1314.SD89_09045	1314.SD89_08825	0	0	0	0	0.090	0	0	0.863	0.870
speB	SclA	1314.SD89_09045	1314.SD89_08840	0.046	0	0	0	0.070	0	0	0.750	0.759
speB	AKZ51197.1	1314.SD89_09045	1314.SD89_08895	0	0	0	0	0	0	0	0.540	0.540
speB	scpA-2	1314.SD89_09045	1314.SD89_08950	0.058	0	0	0	0	0	0	0.864	0.866
speB	mga	1314.SD89_09045	1314.SD89_08970	0	0	0	0	0	0	0	0.863	0.863
speB	hasA	1314.SD89_09045	1314.SD89_09595	0.051	0	0	0	0	0	0	0.863	0.864
