#node	identifier	category	term ID	term description
ABD29433.1	93061.SAOUHSC_00259	GO Component	GO:0005886	Plasma membrane
ABD29433.1	93061.SAOUHSC_00259	GO Component	GO:0016020	Membrane
ABD29433.1	93061.SAOUHSC_00259	GO Component	GO:0016021	Integral component of membrane
ABD29433.1	93061.SAOUHSC_00259	GO Component	GO:0031224	Intrinsic component of membrane
ABD29433.1	93061.SAOUHSC_00259	GO Component	GO:0071944	Cell periphery
ABD29433.1	93061.SAOUHSC_00259	GO Component	GO:0110165	Cellular anatomical entity
ABD29433.1	93061.SAOUHSC_00259	STRING clusters	CL:4930	Mixed, incl. Tandem five-TM protein, and Immunity protein YezG-like
ABD29433.1	93061.SAOUHSC_00259	STRING clusters	CL:4931	Mixed, incl. Tandem five-TM protein, and Immunity protein YezG-like
ABD29433.1	93061.SAOUHSC_00259	STRING clusters	CL:4932	Mixed, incl. Tandem five-TM protein, and Immunity protein YezG-like
ABD29433.1	93061.SAOUHSC_00259	STRING clusters	CL:4933	Mixed, incl. Immunity protein YezG-like, and ESAT-6-like superfamily
ABD29433.1	93061.SAOUHSC_00259	STRING clusters	CL:4934	Mixed, incl. ESAT-6-like superfamily, and Protein of unknown function DUF5079
ABD29433.1	93061.SAOUHSC_00259	STRING clusters	CL:4935	Mixed, incl. ESAT-6-like superfamily, and FtsK/SpoIIIE family
ABD29433.1	93061.SAOUHSC_00259	STRING clusters	CL:4936	Mixed, incl. Tuberculosis, and FtsK/SpoIIIE family
ABD29433.1	93061.SAOUHSC_00259	UniProt Keywords	KW-0472	Membrane
ABD29433.1	93061.SAOUHSC_00259	UniProt Keywords	KW-0812	Transmembrane
ABD29433.1	93061.SAOUHSC_00259	UniProt Keywords	KW-1133	Transmembrane helix
ABD29433.1	93061.SAOUHSC_00259	Pfam	PF10661	WXG100 protein secretion system (Wss), protein EssA
ABD29433.1	93061.SAOUHSC_00259	InterPro	IPR018920	ESAT-6 secretion machinery protein EssA/YueC
ABD29433.1	93061.SAOUHSC_00259	InterPro	IPR034026	ESAT-6 secretion machinery protein EssA
ABD29434.1	93061.SAOUHSC_00260	GO Component	GO:0005622	Intracellular anatomical structure
ABD29434.1	93061.SAOUHSC_00260	GO Component	GO:0005737	Cytoplasm
ABD29434.1	93061.SAOUHSC_00260	GO Component	GO:0110165	Cellular anatomical entity
ABD29434.1	93061.SAOUHSC_00260	STRING clusters	CL:4930	Mixed, incl. Tandem five-TM protein, and Immunity protein YezG-like
ABD29434.1	93061.SAOUHSC_00260	STRING clusters	CL:4931	Mixed, incl. Tandem five-TM protein, and Immunity protein YezG-like
ABD29434.1	93061.SAOUHSC_00260	STRING clusters	CL:4932	Mixed, incl. Tandem five-TM protein, and Immunity protein YezG-like
ABD29434.1	93061.SAOUHSC_00260	STRING clusters	CL:4933	Mixed, incl. Immunity protein YezG-like, and ESAT-6-like superfamily
ABD29434.1	93061.SAOUHSC_00260	STRING clusters	CL:4934	Mixed, incl. ESAT-6-like superfamily, and Protein of unknown function DUF5079
ABD29434.1	93061.SAOUHSC_00260	STRING clusters	CL:4935	Mixed, incl. ESAT-6-like superfamily, and FtsK/SpoIIIE family
ABD29434.1	93061.SAOUHSC_00260	STRING clusters	CL:4936	Mixed, incl. Tuberculosis, and FtsK/SpoIIIE family
ABD29434.1	93061.SAOUHSC_00260	UniProt Keywords	KW-0843	Virulence
ABD29434.1	93061.SAOUHSC_00260	UniProt Keywords	KW-0963	Cytoplasm
ABD29434.1	93061.SAOUHSC_00260	Pfam	PF08817	WXG100 protein secretion system (Wss), protein YukD
ABD29434.1	93061.SAOUHSC_00260	InterPro	IPR014921	EsaB
ABD29434.1	93061.SAOUHSC_00260	InterPro	IPR024962	YukD-like
ABD29434.1	93061.SAOUHSC_00260	InterPro	IPR029071	Ubiquitin-like domain superfamily
ABD29437.1	93061.SAOUHSC_00264	STRING clusters	CL:4930	Mixed, incl. Tandem five-TM protein, and Immunity protein YezG-like
