#node	identifier	category	term ID	term description
EAMY_2864	665029.EAMY_2864	GO Process	GO:0006355	Regulation of transcription, DNA-templated
EAMY_2864	665029.EAMY_2864	GO Process	GO:0009889	Regulation of biosynthetic process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0010468	Regulation of gene expression
EAMY_2864	665029.EAMY_2864	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0019222	Regulation of metabolic process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0031323	Regulation of cellular metabolic process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0031326	Regulation of cellular biosynthetic process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0050789	Regulation of biological process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0050794	Regulation of cellular process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0051252	Regulation of RNA metabolic process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0060255	Regulation of macromolecule metabolic process
EAMY_2864	665029.EAMY_2864	GO Process	GO:0065007	Biological regulation
EAMY_2864	665029.EAMY_2864	GO Process	GO:0080090	Regulation of primary metabolic process
EAMY_2864	665029.EAMY_2864	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
EAMY_2864	665029.EAMY_2864	GO Process	GO:2001141	Regulation of RNA biosynthetic process
EAMY_2864	665029.EAMY_2864	GO Function	GO:0003676	Nucleic acid binding
EAMY_2864	665029.EAMY_2864	GO Function	GO:0003677	DNA binding
EAMY_2864	665029.EAMY_2864	GO Function	GO:0005488	Binding
EAMY_2864	665029.EAMY_2864	GO Function	GO:0097159	Organic cyclic compound binding
EAMY_2864	665029.EAMY_2864	GO Function	GO:1901363	Heterocyclic compound binding
EAMY_2864	665029.EAMY_2864	GO Component	GO:0016020	Membrane
EAMY_2864	665029.EAMY_2864	GO Component	GO:0016021	Integral component of membrane
EAMY_2864	665029.EAMY_2864	GO Component	GO:0031224	Intrinsic component of membrane
EAMY_2864	665029.EAMY_2864	GO Component	GO:0110165	Cellular anatomical entity
EAMY_2864	665029.EAMY_2864	STRING clusters	CL:3433	Mixed, incl. Type II protein secretion system complex, and GspF/PilC family
EAMY_2864	665029.EAMY_2864	STRING clusters	CL:3434	Mixed, incl. Type II protein secretion system complex, and GspF/PilC family
EAMY_2864	665029.EAMY_2864	STRING clusters	CL:3436	Type II protein secretion system complex, and GspF/PilC family
EAMY_2864	665029.EAMY_2864	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
EAMY_2864	665029.EAMY_2864	InterPro	IPR016032	Signal transduction response regulator, C-terminal effector
EAMY_2864	665029.EAMY_2864	InterPro	IPR036388	Winged helix-like DNA-binding domain superfamily
acrA	665029.EAMY_1009	GO Process	GO:0006810	Transport
acrA	665029.EAMY_1009	GO Process	GO:0009987	Cellular process
acrA	665029.EAMY_1009	GO Process	GO:0051179	Localization
acrA	665029.EAMY_1009	GO Process	GO:0051234	Establishment of localization
acrA	665029.EAMY_1009	GO Process	GO:0055085	Transmembrane transport
acrA	665029.EAMY_1009	GO Function	GO:0005215	Transporter activity
acrA	665029.EAMY_1009	GO Function	GO:0022857	Transmembrane transporter activity
acrA	665029.EAMY_1009	GO Component	GO:0005886	Plasma membrane
acrA	665029.EAMY_1009	GO Component	GO:0016020	Membrane
acrA	665029.EAMY_1009	GO Component	GO:0071944	Cell periphery
acrA	665029.EAMY_1009	GO Component	GO:0110165	Cellular anatomical entity
acrA	665029.EAMY_1009	STRING clusters	CL:4888	Mixed, incl. Major facilitator superfamily, and Acriflavin resistance protein
acrA	665029.EAMY_1009	STRING clusters	CL:4889	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
acrA	665029.EAMY_1009	STRING clusters	CL:4890	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
acrA	665029.EAMY_1009	STRING clusters	CL:4891	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
acrA	665029.EAMY_1009	KEGG	eam01501	beta-Lactam resistance
acrA	665029.EAMY_1009	KEGG	eam01503	Cationic antimicrobial peptide (CAMP) resistance
