#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AAO54352.1	gspF	223283.PSPTO_0810	223283.PSPTO_3316	0.067	0	0	0	0.048	0	0	0.150	0.179
AAO54352.1	AAO56841.1	223283.PSPTO_0810	223283.PSPTO_3363	0.062	0	0.193	0	0	0	0	0	0.210
AAO54352.1	AAO58405.1	223283.PSPTO_0810	223283.PSPTO_4977	0	0	0.235	0	0	0	0	0	0.235
AAO54352.1	pilD	223283.PSPTO_0810	223283.PSPTO_0924	0.088	0	0	0	0	0	0	0.201	0.240
AAO54352.1	pilC	223283.PSPTO_0810	223283.PSPTO_0925	0.067	0	0.168	0	0.048	0	0	0.150	0.287
AAO54352.1	pilQ	223283.PSPTO_0810	223283.PSPTO_5128	0.051	0	0.506	0	0	0	0	0.257	0.621
AAO54352.1	AAO54353.1	223283.PSPTO_0810	223283.PSPTO_0811	0.581	0	0.271	0.663	0	0	0	0	0.682
AAO54353.1	AAO54352.1	223283.PSPTO_0811	223283.PSPTO_0810	0.581	0	0.271	0.663	0	0	0	0	0.682
AAO54353.1	gspG	223283.PSPTO_0811	223283.PSPTO_3315	0.113	0	0	0	0.048	0	0	0.108	0.180
AAO54353.1	AAO56788.1	223283.PSPTO_0811	223283.PSPTO_3310	0.113	0	0	0	0	0	0	0.115	0.181
AAO54353.1	AAO56841.1	223283.PSPTO_0811	223283.PSPTO_3363	0.062	0	0.169	0	0	0	0	0	0.187
AAO54353.1	pilD	223283.PSPTO_0811	223283.PSPTO_0924	0.098	0	0	0	0	0	0	0.138	0.189
AAO54353.1	AAO56787.1	223283.PSPTO_0811	223283.PSPTO_3309	0.113	0	0.154	0	0	0	0	0	0.217
AAO54353.1	pilC	223283.PSPTO_0811	223283.PSPTO_0925	0.076	0	0.168	0	0.043	0	0	0.111	0.258
AAO54353.1	pilQ	223283.PSPTO_0811	223283.PSPTO_5128	0.051	0	0.384	0	0	0	0	0.143	0.455
AAO55277.1	pilD	223283.PSPTO_1757	223283.PSPTO_0924	0	0	0	0	0.526	0	0	0.390	0.698
AAO55277.1	pilC	223283.PSPTO_1757	223283.PSPTO_0925	0.113	0	0	0	0.446	0	0	0.201	0.573
AAO55277.1	AAO56788.1	223283.PSPTO_1757	223283.PSPTO_3310	0.098	0	0	0	0	0	0	0.134	0.185
AAO55277.1	pilQ	223283.PSPTO_1757	223283.PSPTO_5128	0.132	0	0	0	0	0	0	0.234	0.306
AAO55277.1	AAO56791.1	223283.PSPTO_1757	223283.PSPTO_3313	0.053	0	0	0	0.405	0	0	0.175	0.494
AAO55277.1	gspG	223283.PSPTO_1757	223283.PSPTO_3315	0.053	0	0	0	0.405	0	0	0.175	0.494
AAO55277.1	gspF	223283.PSPTO_1757	223283.PSPTO_3316	0.113	0	0	0	0.446	0	0	0.201	0.573
AAO56389.1	dadX	223283.PSPTO_2896	223283.PSPTO_0103	0.055	0	0	0	0.071	0.107	0	0.070	0.173
AAO56389.1	pilD	223283.PSPTO_2896	223283.PSPTO_0924	0.062	0	0	0	0	0.109	0	0.091	0.173
AAO56389.1	nfrB	223283.PSPTO_2896	223283.PSPTO_1194	0.116	0	0	0	0.074	0.057	0	0.102	0.214
AAO56389.1	hrpE	223283.PSPTO_2896	223283.PSPTO_1386	0.064	0	0	0	0.128	0	0	0.411	0.477
AAO56389.1	hrcQb	223283.PSPTO_2896	223283.PSPTO_1396	0.055	0	0	0	0.142	0.103	0	0.125	0.278
AAO56389.1	hrcQa	223283.PSPTO_2896	223283.PSPTO_1397	0.055	0	0	0	0.142	0.103	0	0.125	0.278
AAO56389.1	hrcN	223283.PSPTO_2896	223283.PSPTO_1400	0.061	0	0	0	0.219	0	0	0.115	0.294
AAO56389.1	fliI	223283.PSPTO_2896	223283.PSPTO_1961	0.061	0	0	0	0.219	0	0	0.115	0.294
AAO56389.1	gspH	223283.PSPTO_2896	223283.PSPTO_3314	0	0	0.160	0	0	0	0	0	0.160
AAO56389.1	AAO56787.1	223283.PSPTO_2896	223283.PSPTO_3309	0	0	0.182	0	0	0	0	0	0.182
AAO56389.1	lon-1	223283.PSPTO_2896	223283.PSPTO_3724	0.051	0	0	0	0	0	0	0.202	0.210
AAO56389.1	AAO56788.1	223283.PSPTO_2896	223283.PSPTO_3310	0.051	0	0.164	0	0	0	0	0.098	0.221
