#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACI53351.1	ntrC	395492.Rleg2_0048	395492.Rleg2_1619	0.063	0	0.759	0	0	0	0	0.146	0.790
ACI53375.1	ACI56072.1	395492.Rleg2_0072	395492.Rleg2_2802	0	0	0.399	0	0	0	0	0.072	0.418
ACI53375.1	ACI56291.1	395492.Rleg2_0072	395492.Rleg2_3024	0	0	0.640	0	0	0	0	0.072	0.651
ACI53375.1	ACI53699.1	395492.Rleg2_0072	395492.Rleg2_0400	0	0	0.651	0	0	0	0	0.072	0.662
ACI53375.1	ACI55796.1	395492.Rleg2_0072	395492.Rleg2_2522	0	0	0.673	0	0	0	0	0.072	0.683
ACI53375.1	ACI56701.1	395492.Rleg2_0072	395492.Rleg2_3434	0	0	0.725	0	0	0	0	0	0.725
ACI53407.1	ACI53624.1	395492.Rleg2_0105	395492.Rleg2_0325	0	0	0.488	0	0	0	0	0	0.488
ACI53460.1	ACI56372.1	395492.Rleg2_0158	395492.Rleg2_3105	0	0	0.446	0	0	0	0	0	0.446
ACI53460.1	ACI56649.1	395492.Rleg2_0158	395492.Rleg2_3382	0	0	0.678	0	0	0	0	0	0.678
ACI53547.1	ACI57258.1	395492.Rleg2_0247	395492.Rleg2_3996	0	0	0.200	0.782	0	0	0.360	0	0.466
ACI53547.1	ACI56245.1	395492.Rleg2_0247	395492.Rleg2_2978	0	0	0.202	0.779	0	0	0.360	0	0.468
ACI53594.1	ACI53613.1	395492.Rleg2_0295	395492.Rleg2_0314	0	0	0.150	0	0.199	0.211	0	0	0.415
ACI53594.1	ACI53609.1	395492.Rleg2_0295	395492.Rleg2_0310	0.043	0	0.224	0	0.297	0	0	0.063	0.445
ACI53594.1	ACI53617.1	395492.Rleg2_0295	395492.Rleg2_0318	0	0	0	0	0.311	0.261	0	0	0.469
ACI53594.1	ACI53604.1	395492.Rleg2_0295	395492.Rleg2_0305	0.361	0	0	0	0.203	0	0	0.062	0.481
ACI53594.1	ACI53614.1	395492.Rleg2_0295	395492.Rleg2_0315	0	0	0.171	0	0.245	0.261	0	0	0.497
ACI53594.1	cheB-2	395492.Rleg2_0295	395492.Rleg2_3257	0.056	0	0.759	0	0.145	0.127	0.650	0.059	0.931
ACI53594.1	ACI56530.1	395492.Rleg2_0295	395492.Rleg2_3263	0.046	0	0.715	0	0.295	0.310	0.650	0.047	0.945
ACI53594.1	ACI56526.1	395492.Rleg2_0295	395492.Rleg2_3259	0.046	0	0.751	0	0.295	0.310	0.650	0.047	0.952
ACI53594.1	ACI55846.1	395492.Rleg2_0295	395492.Rleg2_2575	0.046	0	0.773	0	0.295	0.310	0.650	0.047	0.956
ACI53594.1	ACI56896.1	395492.Rleg2_0295	395492.Rleg2_3631	0.046	0	0.771	0	0.295	0.310	0.650	0.047	0.956
ACI53594.1	cheB	395492.Rleg2_0295	395492.Rleg2_0301	0.555	0	0.772	0	0.145	0.127	0.650	0.059	0.969
ACI53594.1	ACI56531.1	395492.Rleg2_0295	395492.Rleg2_3264	0.093	0	0.772	0	0.336	0.338	0.800	0.062	0.978
ACI53594.1	ACI53598.1	395492.Rleg2_0295	395492.Rleg2_0299	0.550	0	0.772	0	0.295	0.310	0.650	0.047	0.979
ACI53594.1	cheD	395492.Rleg2_0295	395492.Rleg2_0303	0.558	0	0.764	0	0.065	0.098	0.900	0	0.989
ACI53594.1	ACI53597.1	395492.Rleg2_0295	395492.Rleg2_0298	0.572	0	0.774	0	0.336	0.338	0.800	0.062	0.990
ACI53597.1	ACI53594.1	395492.Rleg2_0298	395492.Rleg2_0295	0.572	0	0.774	0	0.336	0.338	0.800	0.062	0.990
ACI53597.1	ACI53639.1	395492.Rleg2_0298	395492.Rleg2_0340	0.063	0	0	0	0.388	0	0	0.073	0.421
ACI53597.1	ACI53630.1	395492.Rleg2_0298	395492.Rleg2_0331	0.063	0	0	0	0.388	0	0	0.083	0.428
ACI53597.1	ACI53629.1	395492.Rleg2_0298	395492.Rleg2_0330	0.063	0	0	0	0.388	0	0	0.083	0.428
ACI53597.1	ACI53628.1	395492.Rleg2_0298	395492.Rleg2_0329	0.063	0	0	0	0.388	0	0	0.083	0.428
ACI53597.1	ACI53627.1	395492.Rleg2_0298	395492.Rleg2_0328	0.063	0	0	0	0.388	0	0	0.083	0.428
ACI53597.1	ACI55828.1	395492.Rleg2_0298	395492.Rleg2_2555	0.063	0	0	0	0.388	0	0	0.083	0.428
