#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CT_222	incD	272561.CT_222	272561.CT_115	0	0	0	0	0	0	0	0.529	0.529
CT_222	incF	272561.CT_222	272561.CT_117	0	0	0	0	0	0	0	0.771	0.771
CT_222	incG	272561.CT_222	272561.CT_118	0	0	0	0	0	0	0	0.526	0.526
CT_222	CT_813	272561.CT_222	272561.CT_813	0	0	0	0	0	0	0	0.521	0.521
CT_222	CT_229	272561.CT_222	272561.CT_229	0.142	0	0	0	0	0	0	0.556	0.602
CT_222	incC	272561.CT_222	272561.CT_233	0.135	0	0	0	0	0	0	0.749	0.773
CT_222	CT_228	272561.CT_222	272561.CT_228	0.148	0	0	0	0	0	0	0.835	0.853
CT_222	CT_850	272561.CT_222	272561.CT_850	0	0	0	0	0	0	0	0.863	0.863
CT_222	CT_223	272561.CT_222	272561.CT_223	0.484	0	0	0	0	0	0	0.861	0.925
CT_222	incB	272561.CT_222	272561.CT_232	0.135	0	0	0	0	0	0	0.917	0.925
CT_223	incE	272561.CT_223	272561.CT_116	0	0	0	0	0	0	0	0.572	0.572
CT_223	incF	272561.CT_223	272561.CT_117	0	0	0	0	0	0	0	0.492	0.491
CT_223	incG	272561.CT_223	272561.CT_118	0	0	0	0	0	0	0	0.522	0.522
CT_223	CT_222	272561.CT_223	272561.CT_222	0.484	0	0	0	0	0	0	0.861	0.925
CT_223	ompA	272561.CT_223	272561.CT_681	0	0	0	0	0	0	0	0.439	0.439
CT_223	CT_850	272561.CT_223	272561.CT_850	0	0	0	0	0	0	0	0.815	0.815
CT_223	CT_813	272561.CT_223	272561.CT_813	0	0	0	0	0	0	0	0.863	0.863
CT_223	incC	272561.CT_223	272561.CT_233	0.136	0	0	0	0	0	0	0.862	0.875
CT_223	incB	272561.CT_223	272561.CT_232	0.136	0	0	0	0	0	0	0.863	0.876
CT_223	CT_228	272561.CT_223	272561.CT_228	0.160	0	0	0	0	0	0	0.861	0.878
CT_223	CT_229	272561.CT_223	272561.CT_229	0.148	0	0	0	0	0	0	0.890	0.902
CT_228	incD	272561.CT_228	272561.CT_115	0	0	0	0	0	0	0	0.854	0.854
CT_228	incE	272561.CT_228	272561.CT_116	0	0	0	0	0	0	0	0.571	0.571
CT_228	incF	272561.CT_228	272561.CT_117	0	0	0	0	0	0	0	0.443	0.443
CT_228	incG	272561.CT_228	272561.CT_118	0	0	0	0	0	0	0	0.820	0.820
CT_228	CT_222	272561.CT_228	272561.CT_222	0.148	0	0	0	0	0	0	0.835	0.853
CT_228	CT_223	272561.CT_228	272561.CT_223	0.160	0	0	0	0	0	0	0.861	0.878
CT_228	incC	272561.CT_228	272561.CT_233	0.171	0	0	0	0	0	0	0.773	0.803
CT_228	CT_813	272561.CT_228	272561.CT_813	0	0	0	0	0	0	0	0.861	0.861
CT_228	CT_850	272561.CT_228	272561.CT_850	0	0	0	0	0	0	0	0.863	0.863
CT_228	incB	272561.CT_228	272561.CT_232	0.189	0	0	0	0	0	0	0.855	0.877
CT_228	CT_229	272561.CT_228	272561.CT_229	0.477	0	0	0	0	0	0	0.863	0.925
CT_229	incD	272561.CT_229	272561.CT_115	0	0	0	0	0	0	0	0.863	0.863
CT_229	incE	272561.CT_229	272561.CT_116	0	0	0	0	0	0	0	0.762	0.762
CT_229	incF	272561.CT_229	272561.CT_117	0	0	0	0	0	0	0	0.528	0.528
CT_229	incG	272561.CT_229	272561.CT_118	0	0	0	0	0	0	0	0.863	0.863
CT_229	CT_222	272561.CT_229	272561.CT_222	0.142	0	0	0	0	0	0	0.556	0.602
CT_229	CT_223	272561.CT_229	272561.CT_223	0.148	0	0	0	0	0	0	0.890	0.902
CT_229	CT_228	272561.CT_229	272561.CT_228	0.477	0	0	0	0	0	0	0.863	0.925
CT_229	incC	272561.CT_229	272561.CT_233	0.202	0	0	0	0	0	0	0.577	0.648
CT_229	CT_850	272561.CT_229	272561.CT_850	0	0	0	0	0	0	0	0.716	0.716
CT_229	incB	272561.CT_229	272561.CT_232	0.236	0	0	0	0	0	0	0.777	0.822
CT_229	CT_813	272561.CT_229	272561.CT_813	0	0	0	0	0	0	0	0.861	0.861
CT_234	hctB	272561.CT_234	272561.CT_046	0	0	0.673	0	0	0	0	0	0.673
CT_234	incB	272561.CT_234	272561.CT_232	0.551	0	0	0	0	0	0	0	0.552
CT_234	incC	272561.CT_234	272561.CT_233	0.615	0	0	0	0	0	0	0	0.616
CT_234	recB	272561.CT_234	272561.CT_639	0	0	0.534	0	0	0	0	0	0.534
CT_234	pmpA	272561.CT_234	272561.CT_412	0	0	0.771	0	0	0	0	0	0.771
CT_234	recC	272561.CT_234	272561.CT_640	0	0	0.771	0	0	0	0	0	0.771
CT_234	pmpI	272561.CT_234	272561.CT_874	0	0	0.772	0	0	0	0	0	0.772
CT_234	pmpB	272561.CT_234	272561.CT_413	0	0	0.772	0	0	0	0	0	0.772
