#node	identifier	category	term ID	term description
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0006351	Transcription, DNA-templated
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0006352	DNA-templated transcription, initiation
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0006355	Regulation of transcription, DNA-templated
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0006725	Cellular aromatic compound metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0006807	Nitrogen compound metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0008152	Metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0009058	Biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0009059	Macromolecule biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0009399	Nitrogen fixation
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0009889	Regulation of biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0009891	Positive regulation of biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0009893	Positive regulation of metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0009987	Cellular process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0010467	Gene expression
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0010468	Regulation of gene expression
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0016070	RNA metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0018130	Heterocycle biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0019222	Regulation of metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0019438	Aromatic compound biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0031323	Regulation of cellular metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0031325	Positive regulation of cellular metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0031326	Regulation of cellular biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0031328	Positive regulation of cellular biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0032774	RNA biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0034654	Nucleobase-containing compound biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0043170	Macromolecule metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0044237	Cellular metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0044238	Primary metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0044249	Cellular biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0045893	Positive regulation of transcription, DNA-templated
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0046483	Heterocycle metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0048518	Positive regulation of biological process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0048522	Positive regulation of cellular process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0050789	Regulation of biological process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0050794	Regulation of cellular process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0051252	Regulation of RNA metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0051254	Positive regulation of RNA metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0060255	Regulation of macromolecule metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0065007	Biological regulation
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0071704	Organic substance metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0071941	Nitrogen cycle metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0080090	Regulation of primary metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0090304	Nucleic acid metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:0097659	Nucleic acid-templated transcription
ACI53351.1	395492.Rleg2_0048	GO Process	GO:1901360	Organic cyclic compound metabolic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:1901362	Organic cyclic compound biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:1901576	Organic substance biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:1902680	Positive regulation of RNA biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
ACI53351.1	395492.Rleg2_0048	GO Process	GO:1903508	Positive regulation of nucleic acid-templated transcription
ACI53351.1	395492.Rleg2_0048	GO Process	GO:2000142	Regulation of DNA-templated transcription, initiation
ACI53351.1	395492.Rleg2_0048	GO Process	GO:2001141	Regulation of RNA biosynthetic process
ACI53351.1	395492.Rleg2_0048	GO Function	GO:0001216	DNA-binding transcription activator activity
ACI53351.1	395492.Rleg2_0048	GO Function	GO:0003676	Nucleic acid binding
ACI53351.1	395492.Rleg2_0048	GO Function	GO:0003677	DNA binding
ACI53351.1	395492.Rleg2_0048	GO Function	GO:0003700	DNA-binding transcription factor activity
ACI53351.1	395492.Rleg2_0048	GO Function	GO:0003824	Catalytic activity
