#node	identifier	category	term ID	term description
CT_222	272561.CT_222	GO Component	GO:0016020	Membrane
CT_222	272561.CT_222	GO Component	GO:0016021	Integral component of membrane
CT_222	272561.CT_222	GO Component	GO:0031224	Intrinsic component of membrane
CT_222	272561.CT_222	GO Component	GO:0110165	Cellular anatomical entity
CT_222	272561.CT_222	STRING clusters	CL:1621	Transmembrane helix, and Ribonuclease HII
CT_222	272561.CT_222	STRING clusters	CL:1622	Transmembrane helix
CT_222	272561.CT_222	STRING clusters	CL:1624	Transmembrane helix
CT_222	272561.CT_222	STRING clusters	CL:1627	Host membrane, and Coiled coil
CT_222	272561.CT_222	STRING clusters	CL:1629	Host membrane, and Coiled coil
CT_222	272561.CT_222	STRING clusters	CL:1631	Coiled coil
CT_222	272561.CT_222	UniProt Keywords	KW-0175	Coiled coil
CT_222	272561.CT_222	UniProt Keywords	KW-0472	Membrane
CT_222	272561.CT_222	UniProt Keywords	KW-0812	Transmembrane
CT_222	272561.CT_222	UniProt Keywords	KW-1133	Transmembrane helix
CT_223	272561.CT_223	GO Component	GO:0016020	Membrane
CT_223	272561.CT_223	GO Component	GO:0016021	Integral component of membrane
CT_223	272561.CT_223	GO Component	GO:0031224	Intrinsic component of membrane
CT_223	272561.CT_223	GO Component	GO:0110165	Cellular anatomical entity
CT_223	272561.CT_223	STRING clusters	CL:1621	Transmembrane helix, and Ribonuclease HII
CT_223	272561.CT_223	STRING clusters	CL:1622	Transmembrane helix
CT_223	272561.CT_223	STRING clusters	CL:1624	Transmembrane helix
CT_223	272561.CT_223	STRING clusters	CL:1627	Host membrane, and Coiled coil
CT_223	272561.CT_223	STRING clusters	CL:1629	Host membrane, and Coiled coil
CT_223	272561.CT_223	STRING clusters	CL:1631	Coiled coil
CT_223	272561.CT_223	UniProt Keywords	KW-0175	Coiled coil
CT_223	272561.CT_223	UniProt Keywords	KW-0472	Membrane
CT_223	272561.CT_223	UniProt Keywords	KW-0812	Transmembrane
CT_223	272561.CT_223	UniProt Keywords	KW-1133	Transmembrane helix
CT_228	272561.CT_228	GO Component	GO:0016020	Membrane
CT_228	272561.CT_228	GO Component	GO:0016021	Integral component of membrane
CT_228	272561.CT_228	GO Component	GO:0031224	Intrinsic component of membrane
CT_228	272561.CT_228	GO Component	GO:0110165	Cellular anatomical entity
CT_228	272561.CT_228	STRING clusters	CL:1621	Transmembrane helix, and Ribonuclease HII
CT_228	272561.CT_228	STRING clusters	CL:1622	Transmembrane helix
CT_228	272561.CT_228	STRING clusters	CL:1624	Transmembrane helix
CT_228	272561.CT_228	STRING clusters	CL:1627	Host membrane, and Coiled coil
CT_228	272561.CT_228	STRING clusters	CL:1629	Host membrane, and Coiled coil
CT_228	272561.CT_228	UniProt Keywords	KW-0175	Coiled coil
CT_228	272561.CT_228	UniProt Keywords	KW-0472	Membrane
CT_228	272561.CT_228	UniProt Keywords	KW-0812	Transmembrane
CT_228	272561.CT_228	UniProt Keywords	KW-1133	Transmembrane helix
CT_229	272561.CT_229	GO Component	GO:0016020	Membrane
CT_229	272561.CT_229	GO Component	GO:0016021	Integral component of membrane
CT_229	272561.CT_229	GO Component	GO:0031224	Intrinsic component of membrane
CT_229	272561.CT_229	GO Component	GO:0110165	Cellular anatomical entity
CT_229	272561.CT_229	STRING clusters	CL:1621	Transmembrane helix, and Ribonuclease HII
CT_229	272561.CT_229	STRING clusters	CL:1622	Transmembrane helix
CT_229	272561.CT_229	STRING clusters	CL:1624	Transmembrane helix
CT_229	272561.CT_229	STRING clusters	CL:1627	Host membrane, and Coiled coil
CT_229	272561.CT_229	STRING clusters	CL:1629	Host membrane, and Coiled coil
CT_229	272561.CT_229	UniProt Keywords	KW-0175	Coiled coil
CT_229	272561.CT_229	UniProt Keywords	KW-0472	Membrane
CT_229	272561.CT_229	UniProt Keywords	KW-0812	Transmembrane
CT_229	272561.CT_229	UniProt Keywords	KW-1133	Transmembrane helix
CT_234	272561.CT_234	GO Component	GO:0016020	Membrane
CT_234	272561.CT_234	GO Component	GO:0016021	Integral component of membrane
CT_234	272561.CT_234	GO Component	GO:0031224	Intrinsic component of membrane
CT_234	272561.CT_234	GO Component	GO:0110165	Cellular anatomical entity
CT_234	272561.CT_234	STRING clusters	CL:1001	Mixed, incl. Signal, and Transmembrane helix
CT_234	272561.CT_234	STRING clusters	CL:1002	Mixed, incl. Signal, and Transmembrane helix
CT_234	272561.CT_234	STRING clusters	CL:1003	Mixed, incl. DNA recombination, and Alpha/Beta hydrolase fold
CT_234	272561.CT_234	STRING clusters	CL:1006	Mixed, incl. DNA recombination, and Alpha/Beta hydrolase fold
CT_234	272561.CT_234	STRING clusters	CL:1007	Mixed, incl. DNA recombination, and Alpha/Beta hydrolase fold
CT_234	272561.CT_234	STRING clusters	CL:1009	Mixed, incl. Alpha/Beta hydrolase fold, and Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat
CT_234	272561.CT_234	STRING clusters	CL:995	Membrane, and Catalytic activity
CT_234	272561.CT_234	STRING clusters	CL:996	Mixed, incl. Signal, and Transmembrane helix
CT_234	272561.CT_234	STRING clusters	CL:997	Mixed, incl. Signal, and Transmembrane helix
CT_234	272561.CT_234	STRING clusters	CL:999	Mixed, incl. Signal, and Transmembrane helix
CT_234	272561.CT_234	COMPARTMENTS	GOCC:0005886	Plasma membrane
CT_234	272561.CT_234	COMPARTMENTS	GOCC:0016020	Membrane
CT_234	272561.CT_234	COMPARTMENTS	GOCC:0071944	Cell periphery
CT_234	272561.CT_234	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
CT_234	272561.CT_234	UniProt Keywords	KW-0472	Membrane
CT_234	272561.CT_234	UniProt Keywords	KW-0812	Transmembrane
CT_234	272561.CT_234	UniProt Keywords	KW-1133	Transmembrane helix
CT_234	272561.CT_234	InterPro	IPR011989	Armadillo-like helical
CT_234	272561.CT_234	InterPro	IPR016024	Armadillo-type fold
CT_234	272561.CT_234	InterPro	IPR036259	MFS transporter superfamily
CT_242	272561.CT_242	GO Process	GO:0006457	Protein folding
CT_242	272561.CT_242	GO Process	GO:0006807	Nitrogen compound metabolic process
CT_242	272561.CT_242	GO Process	GO:0008104	Protein localization
CT_242	272561.CT_242	GO Process	GO:0008152	Metabolic process
CT_242	272561.CT_242	GO Process	GO:0009987	Cellular process
CT_242	272561.CT_242	GO Process	GO:0010467	Gene expression
CT_242	272561.CT_242	GO Process	GO:0016043	Cellular component organization
CT_242	272561.CT_242	GO Process	GO:0019538	Protein metabolic process
CT_242	272561.CT_242	GO Process	GO:0022417	Protein maturation by protein folding
CT_242	272561.CT_242	GO Process	GO:0031647	Regulation of protein stability
CT_242	272561.CT_242	GO Process	GO:0032978	Protein insertion into membrane from inner side
CT_242	272561.CT_242	GO Process	GO:0033036	Macromolecule localization
CT_242	272561.CT_242	GO Process	GO:0043170	Macromolecule metabolic process
CT_242	272561.CT_242	GO Process	GO:0044238	Primary metabolic process
CT_242	272561.CT_242	GO Process	GO:0045184	Establishment of protein localization
CT_242	272561.CT_242	GO Process	GO:0050821	Protein stabilization
CT_242	272561.CT_242	GO Process	GO:0051179	Localization
CT_242	272561.CT_242	GO Process	GO:0051205	Protein insertion into membrane
CT_242	272561.CT_242	GO Process	GO:0051234	Establishment of localization
CT_242	272561.CT_242	GO Process	GO:0051604	Protein maturation
CT_242	272561.CT_242	GO Process	GO:0051641	Cellular localization
CT_242	272561.CT_242	GO Process	GO:0051668	Localization within membrane
CT_242	272561.CT_242	GO Process	GO:0061024	Membrane organization
CT_242	272561.CT_242	GO Process	GO:0061077	Chaperone-mediated protein folding
CT_242	272561.CT_242	GO Process	GO:0065007	Biological regulation
CT_242	272561.CT_242	GO Process	GO:0065008	Regulation of biological quality
CT_242	272561.CT_242	GO Process	GO:0070727	Cellular macromolecule localization
CT_242	272561.CT_242	GO Process	GO:0071704	Organic substance metabolic process
CT_242	272561.CT_242	GO Process	GO:0071840	Cellular component organization or biogenesis
CT_242	272561.CT_242	GO Process	GO:0072657	Protein localization to membrane
CT_242	272561.CT_242	GO Process	GO:0090150	Establishment of protein localization to membrane
CT_242	272561.CT_242	GO Process	GO:1901564	Organonitrogen compound metabolic process
CT_242	272561.CT_242	GO Function	GO:0005488	Binding
CT_242	272561.CT_242	GO Function	GO:0005515	Protein binding
CT_242	272561.CT_242	GO Function	GO:0051082	Unfolded protein binding
CT_242	272561.CT_242	GO Component	GO:0030288	Outer membrane-bounded periplasmic space
CT_242	272561.CT_242	GO Component	GO:0030313	Cell envelope
CT_242	272561.CT_242	GO Component	GO:0031975	Envelope
CT_242	272561.CT_242	GO Component	GO:0042597	Periplasmic space
CT_242	272561.CT_242	GO Component	GO:0110165	Cellular anatomical entity
CT_242	272561.CT_242	STRING clusters	CL:1001	Mixed, incl. Signal, and Transmembrane helix
CT_242	272561.CT_242	STRING clusters	CL:1002	Mixed, incl. Signal, and Transmembrane helix
CT_242	272561.CT_242	STRING clusters	CL:1072	Mixed, incl. Signal, and Integral component of plasma membrane
CT_242	272561.CT_242	STRING clusters	CL:1073	Mixed, incl. Localization within membrane, and Lipoprotein metabolic process
CT_242	272561.CT_242	STRING clusters	CL:1074	Mixed, incl. Membrane organization, and Tetratricopeptide-like helical domain superfamily
CT_242	272561.CT_242	STRING clusters	CL:1090	Mixed, incl. Membrane organization, and Peptidase M50
CT_242	272561.CT_242	STRING clusters	CL:995	Membrane, and Catalytic activity
CT_242	272561.CT_242	STRING clusters	CL:996	Mixed, incl. Signal, and Transmembrane helix
CT_242	272561.CT_242	STRING clusters	CL:997	Mixed, incl. Signal, and Transmembrane helix
CT_242	272561.CT_242	STRING clusters	CL:999	Mixed, incl. Signal, and Transmembrane helix
CT_242	272561.CT_242	COMPARTMENTS	GOCC:0030288	Outer membrane-bounded periplasmic space
CT_242	272561.CT_242	COMPARTMENTS	GOCC:0030313	Cell envelope
CT_242	272561.CT_242	COMPARTMENTS	GOCC:0031975	Envelope
CT_242	272561.CT_242	COMPARTMENTS	GOCC:0042597	Periplasmic space
CT_242	272561.CT_242	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
CT_242	272561.CT_242	UniProt Keywords	KW-0732	Signal
CT_242	272561.CT_242	InterPro	IPR005632	Chaperone protein Skp
CT_242	272561.CT_242	InterPro	IPR024930	Skp domain superfamily
CT_242	272561.CT_242	SMART	SM00935	Outer membrane protein (OmpH-like)
CT_764	272561.CT_764	GO Component	GO:0016020	Membrane
CT_764	272561.CT_764	GO Component	GO:0016021	Integral component of membrane
CT_764	272561.CT_764	GO Component	GO:0031224	Intrinsic component of membrane
CT_764	272561.CT_764	GO Component	GO:0110165	Cellular anatomical entity
CT_764	272561.CT_764	STRING clusters	CL:707	Mixed, incl. Cell wall organization or biogenesis, and Carbohydrate derivative transmembrane transporter activity
CT_764	272561.CT_764	STRING clusters	CL:708	Mixed, incl. Cell wall organization or biogenesis, and Lysin motif
CT_764	272561.CT_764	STRING clusters	CL:709	Mixed, incl. Cell wall organization or biogenesis, and Lysin motif
CT_764	272561.CT_764	STRING clusters	CL:710	Cell wall organization or biogenesis, and Lysin motif
CT_764	272561.CT_764	STRING clusters	CL:732	Mixed, incl. Cell division site, and Penicillin binding
CT_764	272561.CT_764	COMPARTMENTS	GOCC:0032153	Cell division site
CT_764	272561.CT_764	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
CT_764	272561.CT_764	UniProt Keywords	KW-0472	Membrane
CT_764	272561.CT_764	UniProt Keywords	KW-0812	Transmembrane
CT_764	272561.CT_764	UniProt Keywords	KW-1133	Transmembrane helix
CT_813	272561.CT_813	GO Component	GO:0016020	Membrane
CT_813	272561.CT_813	GO Component	GO:0016021	Integral component of membrane
CT_813	272561.CT_813	GO Component	GO:0031224	Intrinsic component of membrane
CT_813	272561.CT_813	GO Component	GO:0110165	Cellular anatomical entity
CT_813	272561.CT_813	STRING clusters	CL:1621	Transmembrane helix, and Ribonuclease HII
CT_813	272561.CT_813	STRING clusters	CL:1622	Transmembrane helix
CT_813	272561.CT_813	STRING clusters	CL:1624	Transmembrane helix
CT_813	272561.CT_813	STRING clusters	CL:1627	Host membrane, and Coiled coil
CT_813	272561.CT_813	STRING clusters	CL:1629	Host membrane, and Coiled coil
CT_813	272561.CT_813	UniProt Keywords	KW-0175	Coiled coil
CT_813	272561.CT_813	UniProt Keywords	KW-0472	Membrane
CT_813	272561.CT_813	UniProt Keywords	KW-0812	Transmembrane
CT_813	272561.CT_813	UniProt Keywords	KW-1133	Transmembrane helix
CT_850	272561.CT_850	GO Component	GO:0016020	Membrane
CT_850	272561.CT_850	GO Component	GO:0016021	Integral component of membrane
CT_850	272561.CT_850	GO Component	GO:0031224	Intrinsic component of membrane
CT_850	272561.CT_850	GO Component	GO:0110165	Cellular anatomical entity
CT_850	272561.CT_850	STRING clusters	CL:1621	Transmembrane helix, and Ribonuclease HII
CT_850	272561.CT_850	STRING clusters	CL:1622	Transmembrane helix
CT_850	272561.CT_850	STRING clusters	CL:1624	Transmembrane helix
CT_850	272561.CT_850	STRING clusters	CL:1627	Host membrane, and Coiled coil
CT_850	272561.CT_850	STRING clusters	CL:1629	Host membrane, and Coiled coil
CT_850	272561.CT_850	STRING clusters	CL:1631	Coiled coil
CT_850	272561.CT_850	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
CT_850	272561.CT_850	UniProt Keywords	KW-0175	Coiled coil
CT_850	272561.CT_850	UniProt Keywords	KW-0472	Membrane
CT_850	272561.CT_850	UniProt Keywords	KW-0812	Transmembrane
CT_850	272561.CT_850	UniProt Keywords	KW-1133	Transmembrane helix
clpX	272561.CT_705	GO Process	GO:0006457	Protein folding
clpX	272561.CT_705	GO Process	GO:0006508	Proteolysis
clpX	272561.CT_705	GO Process	GO:0006807	Nitrogen compound metabolic process
clpX	272561.CT_705	GO Process	GO:0008152	Metabolic process
clpX	272561.CT_705	GO Process	GO:0009056	Catabolic process
clpX	272561.CT_705	GO Process	GO:0009057	Macromolecule catabolic process
clpX	272561.CT_705	GO Process	GO:0009987	Cellular process
clpX	272561.CT_705	GO Process	GO:0019538	Protein metabolic process
clpX	272561.CT_705	GO Process	GO:0030163	Protein catabolic process
clpX	272561.CT_705	GO Process	GO:0043170	Macromolecule metabolic process
clpX	272561.CT_705	GO Process	GO:0044238	Primary metabolic process
clpX	272561.CT_705	GO Process	GO:0051301	Cell division
clpX	272561.CT_705	GO Process	GO:0051603	Proteolysis involved in protein catabolic process
clpX	272561.CT_705	GO Process	GO:0071704	Organic substance metabolic process
clpX	272561.CT_705	GO Process	GO:1901564	Organonitrogen compound metabolic process
clpX	272561.CT_705	GO Process	GO:1901565	Organonitrogen compound catabolic process
clpX	272561.CT_705	GO Process	GO:1901575	Organic substance catabolic process
clpX	272561.CT_705	GO Function	GO:0000166	Nucleotide binding
clpX	272561.CT_705	GO Function	GO:0003824	Catalytic activity
clpX	272561.CT_705	GO Function	GO:0005488	Binding
clpX	272561.CT_705	GO Function	GO:0005515	Protein binding
clpX	272561.CT_705	GO Function	GO:0005524	ATP binding
clpX	272561.CT_705	GO Function	GO:0008270	Zinc ion binding
clpX	272561.CT_705	GO Function	GO:0016462	Pyrophosphatase activity
clpX	272561.CT_705	GO Function	GO:0016787	Hydrolase activity
clpX	272561.CT_705	GO Function	GO:0016817	Hydrolase activity, acting on acid anhydrides
clpX	272561.CT_705	GO Function	GO:0016818	Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
clpX	272561.CT_705	GO Function	GO:0016887	ATP hydrolysis activity
clpX	272561.CT_705	GO Function	GO:0017076	Purine nucleotide binding
clpX	272561.CT_705	GO Function	GO:0017111	Nucleoside-triphosphatase activity
clpX	272561.CT_705	GO Function	GO:0030554	Adenyl nucleotide binding
clpX	272561.CT_705	GO Function	GO:0032553	Ribonucleotide binding
clpX	272561.CT_705	GO Function	GO:0032555	Purine ribonucleotide binding
clpX	272561.CT_705	GO Function	GO:0032559	Adenyl ribonucleotide binding
clpX	272561.CT_705	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
clpX	272561.CT_705	GO Function	GO:0036094	Small molecule binding
clpX	272561.CT_705	GO Function	GO:0043167	Ion binding
clpX	272561.CT_705	GO Function	GO:0043168	Anion binding
clpX	272561.CT_705	GO Function	GO:0043169	Cation binding
clpX	272561.CT_705	GO Function	GO:0044183	Protein folding chaperone
clpX	272561.CT_705	GO Function	GO:0046872	Metal ion binding
clpX	272561.CT_705	GO Function	GO:0046914	Transition metal ion binding
clpX	272561.CT_705	GO Function	GO:0046983	Protein dimerization activity
clpX	272561.CT_705	GO Function	GO:0051082	Unfolded protein binding
clpX	272561.CT_705	GO Function	GO:0097159	Organic cyclic compound binding
clpX	272561.CT_705	GO Function	GO:0097367	Carbohydrate derivative binding
clpX	272561.CT_705	GO Function	GO:0140657	ATP-dependent activity
clpX	272561.CT_705	GO Function	GO:0140662	ATP-dependent protein folding chaperone
clpX	272561.CT_705	GO Function	GO:1901265	Nucleoside phosphate binding
clpX	272561.CT_705	GO Function	GO:1901363	Heterocyclic compound binding
clpX	272561.CT_705	GO Component	GO:0000502	Proteasome complex
clpX	272561.CT_705	GO Component	GO:0005622	Intracellular anatomical structure
