#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EAMY_2864	outH	665029.EAMY_2864	665029.EAMY_2870	0.598	0	0	0	0	0	0	0	0.599
EAMY_2864	outL	665029.EAMY_2864	665029.EAMY_2874	0.624	0	0	0	0	0	0	0	0.624
EAMY_2864	outF	665029.EAMY_2864	665029.EAMY_2868	0.624	0	0	0	0	0	0	0	0.624
EAMY_2864	outM	665029.EAMY_2864	665029.EAMY_2875	0.624	0	0	0	0	0	0	0	0.624
EAMY_2864	outG	665029.EAMY_2864	665029.EAMY_2869	0.624	0	0	0	0	0	0	0	0.624
EAMY_2864	outJ	665029.EAMY_2864	665029.EAMY_2872	0.624	0	0	0	0	0	0	0	0.624
EAMY_2864	outI	665029.EAMY_2864	665029.EAMY_2871	0.624	0	0	0	0	0	0	0	0.624
EAMY_2864	outE	665029.EAMY_2864	665029.EAMY_2867	0.624	0	0	0	0	0	0	0	0.624
EAMY_2864	outD	665029.EAMY_2864	665029.EAMY_2866	0.624	0	0	0	0.065	0	0	0	0.634
EAMY_2864	outC	665029.EAMY_2864	665029.EAMY_2865	0.697	0	0	0	0	0	0	0	0.697
acrA	tolC	665029.EAMY_1009	665029.EAMY_0433	0.069	0	0.157	0	0.113	0.474	0.900	0.854	0.993
acrA	acrB	665029.EAMY_1009	665029.EAMY_1008	0.901	0.196	0.774	0	0.288	0.439	0.900	0.440	0.999
acrB	tolC	665029.EAMY_1008	665029.EAMY_0433	0.057	0	0.153	0	0.047	0.509	0.900	0.258	0.965
acrB	acrA	665029.EAMY_1008	665029.EAMY_1009	0.901	0.196	0.774	0	0.288	0.439	0.900	0.440	0.999
fliI1	hrcU	665029.EAMY_1508	665029.EAMY_0525	0.051	0	0.738	0	0.391	0.100	0	0.332	0.892
fliI1	hrcS	665029.EAMY_1508	665029.EAMY_0527	0.072	0	0.276	0	0.178	0	0	0.057	0.409
fliI1	hcrR	665029.EAMY_1508	665029.EAMY_0528	0.053	0	0.740	0	0.170	0	0	0.057	0.781
fliI1	hrcQ	665029.EAMY_1508	665029.EAMY_0529	0.070	0	0	0	0.425	0.273	0	0.060	0.585
fliI1	hrcN	665029.EAMY_1508	665029.EAMY_0532	0	0	0.132	0.874	0	0	0.360	0	0.421
fliI1	hrcV	665029.EAMY_1508	665029.EAMY_0534	0.072	0	0.747	0	0.333	0	0	0.056	0.832
fliI1	hrpE	665029.EAMY_1508	665029.EAMY_0546	0.053	0	0	0	0.475	0.463	0	0.057	0.714
fliI1	hrcC	665029.EAMY_1508	665029.EAMY_0549	0.052	0	0	0	0.167	0	0.360	0.050	0.455
fliI1	prgI	665029.EAMY_1508	665029.EAMY_0774	0	0	0	0	0.168	0	0.360	0	0.444
fliI1	invG1	665029.EAMY_1508	665029.EAMY_0777	0.052	0	0	0	0.167	0	0.360	0.050	0.455
fliI1	invA1	665029.EAMY_1508	665029.EAMY_0779	0.053	0	0.754	0	0.333	0	0	0.056	0.833
fliI1	spaP1	665029.EAMY_1508	665029.EAMY_0785	0.053	0	0.746	0	0.170	0	0	0.057	0.786
fliI1	spaR1	665029.EAMY_1508	665029.EAMY_0787	0.053	0	0.375	0	0.170	0	0	0.057	0.474
fliI1	spaR3	665029.EAMY_1508	665029.EAMY_1588	0.053	0	0.445	0	0.170	0	0	0.057	0.533
